cpu_bench_id,cpu_name,passmark,core,thread,tdp,rated_clock,max_clock,list_price,cost_performance,created_at,updated_at
313,Core i3 530,1523,2,4,73,2.93,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
314,Core i3 540,1518,2,4,73,3.07,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
315,Celeron G1610,1443,2,2,55,2.6,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
316,A4-7300,1429,2,2,65,3.8,4,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
317,Core 2 Duo E8600,1418,2,2,65,3.33,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
318,Athlon Quad-Core 5150,1392,4,4,25,1.6,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
319,Celeron G1620,1372,2,2,55,2.7,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
320,Celeron J3160,1284,4,4,6,1.6,2.2,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
321,A6-5400K,1265,2,2,65,3.6,3.8,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
322,Pentium E5800,1212,2,2,65,3.2,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
323,A4 PRO-5300B,1206,2,2,65,3.4,3.7,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
324,Core 2 Duo E7600,1202,2,2,65,3.06,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
325,Celeron J3355,1186,2,2,10,2,2.5,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
326,Core 2 Duo E8400,1168,2,2,65,3,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
327,Core 2 Duo E6700,1147,2,2,65,2.66,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
328,A4-5300,1138,2,2,65,3.4,3.7,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
329,Athlon II X2 255,1134,2,2,65,3.1,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
330,Pentium E5700,1125,2,2,65,3,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
331,Sempron 3850,1089,4,4,25,1.3,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
332,Athlon II X2 250,1054,2,2,65,3,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
333,Core 2 Duo E7500,1030,2,2,65,2.93,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
334,Phenom 8400,1004,3,3,95,2.1,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
335,Athlon II X2 235e,972,2,2,45,2.7,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
336,A6-1450,971,4,4,8,1,1.4,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
337,Core 2 Duo E6300,963,2,2,65,1.86,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
338,Core 2 Duo P8700,960,2,2,25,2.53,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
339,Athlon II X2 220,955,2,2,65,2.8,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
340,Athlon II X2 215,943,2,2,65,2.7,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
341,Core 2 Duo E6750,931,2,2,65,2.66,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
342,Core 2 Duo E7400,925,2,2,65,2.8,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
343,Core 2 Duo E7200,917,2,2,65,2.53,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
344,Core 2 Duo E6600,856,2,2,65,2.4,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
345,Core 2 Duo T7500,849,2,2,35,2.2,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
346,Pentium E5200,825,2,2,65,2.5,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
347,Core 2 Duo P8400,816,2,2,25,2.26,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
348,Core 2 Duo E6400,771,2,2,65,2.13,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
349,Pentium E2220,761,2,2,65,2.4,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
350,Core 2 Duo T8100,726,2,2,35,2.1,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
351,Core 2 Duo E4600,701,2,2,65,2.4,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
352,Core 2 Duo E4500,693,2,2,65,2.2,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
353,Celeron J3060,641,2,2,6,1.6,2.5,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
354,Core 2 Duo T7100,629,2,2,35,1.8,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
355,Celeron J1800,628,2,2,10,2.41,2.6,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
356,Core 2 Duo E4400,616,2,2,65,2,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
357,E1-2500,592,2,2,15,1.4,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
358,Sempron 2650,579,2,2,25,1.5,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
359,Atom 330,571,2,4,8,1.6,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
360,Sempron 3800+,554,1,1,62,2.2,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
361,E1-6010,538,2,2,10,1.4,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
362,Pentium D 940,525,2,2,130,3.2,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
363,Core 2 Duo T5500,505,2,2,34,1.66,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
364,Core Duo T2300,505,2,2,31,1.66,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
365,Core 2 Duo E4300,500,2,2,65,1.8,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
366,Pentium D 830,472,2,2,95,3,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
367,Sempron 3100+,458,1,1,62,1.8,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
368,Pentium 4 550,455,1,2,89,3.4,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
369,E2-1800,420,2,2,18,1.7,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
370,E-350,407,2,2,18,1.6,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
371,E-450,399,2,2,18,1.7,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
372,E1-1200,384,2,2,18,1.4,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
373,Pentium 4 630,338,1,2,82,3,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
374,Atom 230,324,1,2,4,1.6,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
375,Celeron M 420,139,1,1,27,1.6,0,0,0,2021-11-12 12:14:00+09,2021-11-12 12:14:00+09
